ID Cortex	Empresa analisada	Produto analisado	Data	Título	ID análise de mídia	Veículo	Status classificação	Assunto específico	Assunto Específico Sugerido	ID Assunto Específico Sugerido
1026479	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51766	MSN	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1026309	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51761	Terra	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1025968	BTG Pactual	-	2020-01-16	Lo que sigue para la economía tras la tregua entre EE. UU. y China	51718	El Tiempo	Classificado	BTG analisa economia colombiana	Lo que sigue para la economía tras la tregua entre EE. UU. y China	4738
1026009	BTG Pactual	-	2020-01-17	Veja os fundos imobiliários que bombaram em 2019 e o cenário para 2020	51728	UOL	Classificado	BTG Pactual analisa o mercado de fundos imobiliários	Veja os fundos imobiliários que bombaram em 2019 e o cenário para 2020	4745
1026308	BTG Pactual	-	2020-01-17	Ibovespa avança com dados da China e alta da Vale	51760	Yahoo Brasil	Classificado	BTG analisa a empresa: MRV	BTG analisa a empresa: MRV	4756
1026796	BTG Pactual	-	2020-01-17	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	51772	Yahoo Brasil	Classificado	BTG analisa a empresa: MRV	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	4761
1026326	BTG Pactual	-	2020-01-17	FII do BTG Pactual compra imóvel em Cotia por R$ 55 milhões	51763	Yahoo Brasil	Classificado	Fundo imobiliário V2 Properties adquire imóvel em Cotia	FII do BTG Pactual compra imóvel em Cotia por R$ 55 milhões	4757
1026092	BTG Pactual	-	2020-01-17	Globo faz emissão de US$ 500 milhões	51744	Valor Econômico	Classificado	BTG e Klabin reabrem operações em que emitiram, cada um, US$ 250 milhões	BTG e Klabin reabrem operações em que emitiram, cada um, US$ 250 milhões	4753
1026177	BTG Pactual	-	2020-01-17	Ibovespa sobe com Vale na liderança após dados da China	51748	BLOOMBERG	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4755
1026834	BTG Pactual	-	2020-01-17	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	51781	MSN	Classificado	BTG analisa a empresa: MRV	Ibovespa retoma 118 mil pts com dados econômicos do exterior e salto de Vale	4761
1026185	BTG Pactual	-	2020-01-17	Bancos brasileiros ampliam participação em Portugal para atender maior demanda	51750	BOL	Classificado	BTG Pactual chega em Portugal	BTG Pactual chega em Portugal	4735
1026012	BTG Pactual	-	2020-01-17	Bancos nacionais vão a Portugal buscar grandes fortunas e proteção do Brexit	51729	Terra	Classificado	BTG Pactual chega em Portugal	Bancos nacionais vão a Portugal buscar grandes fortunas e proteção do Brexit	4735
1026995	BTG Pactual	-	2020-01-18	Assessor de Guedes e mais 28 viram réus	51793	Zero Hora	Classificado	Denúncia sobre fundos de pensão faz 28 réus	Assessor de Guedes vira réu por investimento da Funcef na Sete Brasil	4759
1027300	BTG Pactual	-	2020-01-18	Petrobras quer material apreendido pela PF em endereços de Esteves	51796	O Antagonista	Classificado	Disputa entre BTG e Petrobrás: estatal quer material apreendido do banco	Petrobras quer material apreendido pela PF em endereços de Esteves	4768
1025006	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51634	Revista Istoé	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025013	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51636	BOL	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4701
1025438	BTG Pactual	-	2020-01-16	Destaques - Finanças	51664	Valor Econômico	Classificado	Banco Pan lidera ranking de reclamações	Destaques - Finanças	4715
1025135	BTG Pactual	-	2020-01-15	Banco Pan lidera novamente o ranking de reclamações do BC	51651	Yahoo Brasil	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera novamente o ranking de reclamações do BC	4706
1025562	BTG Pactual	-	2020-01-16	Banco Pan lidera em reclamações de clientes	51682	O Tempo	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1025536	BTG Pactual	-	2020-01-16	CURTAS	51676	Diário do Nordeste	Classificado	Banco Pan lidera ranking de reclamações	CURTAS	4720
1024984	BTG Pactual	-	2020-01-15	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	51627	Yahoo Brasil	Classificado	Banco Pan lidera ranking de reclamações	Banco Pan lidera ranking de reclamações do BC no 4º trimestre	4701
1025040	BTG Pactual	-	2020-01-15	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	51644	UOL	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1025178	BTG Pactual	-	2020-01-15	BC divulga os bancos com mais reclamações no quarto trimestre; banco Pan lidera entre as grandes instituições https://t.co/bRtvdJx8aL	51653	Infomoney	Classificado	Banco Pan lidera ranking de reclamações	BC divulga os bancos com mais reclamações no quarto trimestre; banco Pan lidera entre as grandes instituições https://t.co/bRtvdJx8aL	4707
1024999	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51631	UOL	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025226	BTG Pactual	-	2020-01-15	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	51655	Jornal Hoje em Dia	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1025061	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51648	A Tribuna de Santos	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025197	BTG Pactual	-	2020-01-15	BC divulga os bancos com mais reclamações no quatro trimestre	51654	Infomoney	Classificado	Banco Pan lidera ranking de reclamações	BC divulga os bancos com mais reclamações no quatro trimestre	4708
1025543	BTG Pactual	-	2020-01-16	Conteúdo exclusivo. Para continuar escolha uma opção	51680	Valor Econômico	Classificado	Banco Pan lidera ranking de reclamações	Conteúdo exclusivo. Para continuar escolha uma opção	4722
1024992	BTG Pactual	-	2020-01-15	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	51630	Yahoo Brasil	Classificado	Banco Pan lidera ranking de reclamações	Pan, BMG e Banrisul lideram ranking de reclamações contra bancos em 2019, diz BC	4702
1025038	BTG Pactual	-	2020-01-15	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	51643	Revista Istoé	Classificado	Banco Pan lidera ranking de reclamações	Bancos Pan, BMG e Banrisul lideram ranking de reclamações ao BC	4703
1024740	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51606	UOL	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1025090	BTG Pactual	-	2020-01-15	Os bancos com mais reclamações, segundo BC	51649	Exame	Classificado	Banco Pan lidera ranking de reclamações	Os bancos com mais reclamações, segundo BC	4704
1024891	BTG Pactual	-	2020-01-15	Ação da Gerdau sobe após Credit reiterar top pick; Embraer e Carrefour caem com recomendações e bancos têm nova queda	51618	Infomoney	Classificado	BTG coordena oferta da RNI Negócios Imobiliários	BTG coordena oferta da RNI Negócios Imobiliários	4694
1024641	BTG Pactual	-	2020-01-15	Fundador da Qualicorp volta ao mercado com a QSaúde	51599	Valor Econômico	Classificado	BTG analisa a empresa: Qualicorp	Fundador da Qualicorp volta ao mercado com a QSaúde	4689
1024785	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51613	Jornal Hoje em Dia	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024901	BTG Pactual	-	2020-01-15	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	51620	Valor Econômico	Classificado	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	4698
1024748	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51609	Revista Istoé	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024708	BTG Pactual	-	2020-01-15	Defesa do Cidadão	51600	Agora São Paulo	Classificado	Cliente reclama de empréstimo do Banco Pan	Defesa do Cidadão	4690
1024570	BTG Pactual	-	2020-01-14	Petrobras conclui venda de participação na Petrobras Oil & Gas	51596	Valor Econômico	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras conclui venda de participação da Petrobras Oil & Gas para a Petrovida por US$ 1,4 bi	4687
1024744	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51607	Portal R7	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024640	BTG Pactual	-	2020-01-15	Fosun coloca Guide e Rio Bravo à venda	51598	Valor Econômico	Classificado	A briga entre BTG e XP	Fosun coloca Guide e Rio Bravo à venda	4688
1024876	BTG Pactual	-	2020-01-15	Correção: Petrobras conclui venda de participação na Petrobras Oil & Gas	51617	Valor Econômico	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4687
1024736	BTG Pactual	-	2020-01-15	Petrobras vende ativos na Nigéria e encerra atividades na África	51605	Revista IstoÉDinheiro	Classificado	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	Petrobras vende fatia de 50% da Petrobras Oil & Gas B.V.	4693
1024734	BTG Pactual	-	2020-01-15	Fosun coloca Guide e Rio Bravo à venda	51604	Valor Econômico	Classificado	A briga entre BTG e XP	A briga entre BTG e XP	4688
1027951	BTG Pactual	-	2020-01-19	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	51806	O Tempo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4769
1027454	BTG Pactual	-	2020-01-19	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	51801	Folha de Pernambuco	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Davos começa com Greta, Trump e preocupação com trabalho e ambiente	4769
1027477	BTG Pactual	-	2020-01-19	"Toffoli manda PF suspender perícia em material apreendido no BTG
https://t.co/SvsRWDt3tl"	51803	O Antagonista	Classificado	PF é proibida pelo Supremo de periciar todo o material encontrado nos endereços de Esteves	Toffoli manda PF suspender perícia em material apreendido no BTG - https://www.oantagonista.com/brasil/toffoli-manda-pf-suspender-pericia-em-material-apreendido-no-btg/	4774
1032191	BTG Pactual	-	2020-01-20	Fintechs e corretoras lideram avaliações positivas de clientes	51817	Estadão	Classificado	Clientes avaliam fintechs e corretoras	Fintechs e corretoras lideram avaliações positivas de clientes	4782
1033325	BTG Pactual	-	2020-01-20	Ibovespa tenta ficar acima de 118 mil pontos em dia sem NY e com vencimento de opções	51841	UOL	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4796
1035125	BTG Pactual	-	2020-01-20	Quais incentivos e vantagens dá a ZPE?	51862	Diário do Nordeste	Classificado	BTG intermedia operação da M. Dias Branco	Quais incentivos e vantagens dá a ZPE?	4802
1034678	BTG Pactual	-	2020-01-20	Perfin lista fundo de infraestrutura na B3 e se manterá ativos em leilões	51854	Terra	Classificado	BTG coordena oferta da Perfin Apollo Energia	Perfin lista fundo de infraestrutura na B3 e se manterá ativos em leilões	4800
1034552	BTG Pactual	-	2020-01-20	Carteira recomendada: Necton divulga sua composição semanal	51850	Yahoo Brasil	Classificado	Recomendações	Carteira recomendada: Necton divulga sua composição semanal	4799
1031988	BTG Pactual	-	2020-01-20	FIP de infraestrutura da Perfin estreia na bolsa	51811	Valor Econômico	Classificado	BTG coordena oferta da Perfin Apollo Energia	FIP de infraestrutura da Perfin estreia na bolsa	4779
1033324	BTG Pactual	-	2020-01-20	Ibovespa tenta ficar acima de 118 mil pontos em dia sem NY e com vencimento de opções	51840	Extra	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4796
1032625	BTG Pactual	-	2020-01-20	Fintechs e corretoras lideram avaliações positivas de clientes	51834	Correio Popular	Classificado	Clientes avaliam fintechs e corretoras	Clientes avaliam fintechs e corretoras	4782
1032362	BTG Pactual	-	2020-01-20	Conteúdo exclusivo. Para continuar escolha uma opção	51847	Valor Econômico	Classificado	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	Conteúdo exclusivo. Para continuar escolha uma opção	4792
1032963	BTG Pactual	-	2020-01-20	Brasil é principal apostados gestores na AL em 2020, aponta Santander	51839	Valor Econômico	Classificado	24ª Conferência Anual da América Latina	Brasil é principal apostados gestores na AL em 2020, aponta Santander	4795
1031991	BTG Pactual	-	2020-01-20	Migração para a renda variável só está no começo	51813	Valor Econômico	Classificado	Investidores apostam em rendas variáveis	Migração para a renda variável só está no começo	4781
1033618	BTG Pactual	-	2020-01-20	PPLA aponta que BTG Holding alienou units e zerou participação na empresa	51848	Valor Econômico	Classificado	PPLA aponta que BTG Holding passou a ter menos de 20% dos BDRs da empresa	PPLA aponta que BTG Holding alienou units e zerou participação na empresa	4797
1035165	BTG Pactual	-	2020-01-20	Celulose Irani estuda fazer oferta pública de distribuição primária de ações	51863	Revista Istoé	Classificado	BTG coordena oferta da Celulose Irani	Celulose Irani estuda fazer oferta pública de distribuição primária de ações	4803
1035070	BTG Pactual	-	2020-01-20	Celulose Irani avalia fazer oferta primária de ações	51857	Terra	Classificado	BTG coordena oferta da Celulose Irani	Celulose Irani avalia fazer oferta primária de ações	4801
1033328	BTG Pactual	-	2020-01-20	Ibovespa tenta ficar acima de 118 mil pontos em dia sem NY e com vencimento de opções	51843	Yahoo Brasil	Classificado	BTG analisa desempenho da bolsa	BTG analisa desempenho da bolsa	4796
1035071	BTG Pactual	-	2020-01-20	Celulose Irani avalia fazer oferta primária de ações	51858	Yahoo Brasil	Classificado	BTG coordena oferta da Celulose Irani	Celulose Irani avalia fazer oferta primária de ações	4801
1039392	BTG Pactual	-	2020-01-27	Ibovespa encerra em queda de 3,29%, a 114.481,84 pontos	52085	Yahoo Brasil	Classificado	Oi Móvel pode ser dividida entre Tim e Vivo	Oi Móvel pode ser dividida entre Tim e Vivo	4888
1040182	BTG Pactual	-	2020-01-29	Ofertas mantêm ritmo acelerado	52120	Valor Econômico	Classificado	BTG coordena oferta da Compesa	Ofertas mantêm ritmo acelerado	4906
1037890	BTG Pactual	-	2020-01-24	Agenda BC# entra no radar	52052	Revista IstoÉDinheiro	Classificado	Ações do BTG	Ações do BTG	4874
1036127	BTG Pactual	-	2020-01-22	Disputa por mandatos estatais reduz as comissões dos bancos	51944	Valor Econômico	Classificado	BTG coordena oferta da JBS	Disputa por mandatos estatais reduz as comissões dos bancos	4829
1039706	BTG Pactual	-	2020-01-28	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	52100	Yahoo Brasil	Classificado	BTG analisa influência do Coronavírus no mercado global	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	4899
1040402	BTG Pactual	-	2020-01-29	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	52128	Diário do Grande ABC	Classificado	Itaú comprou empresa Recovery, do BTG em 2015	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	4913
1040590	BTG Pactual	-	2020-01-29	241 mil já bloquearam ligações de banco sobre crédito consignado	52131	Agora São Paulo	Classificado	“Não Me Perturbe”	241 mil já bloquearam ligações de banco sobre crédito consignado	4916
1036705	BTG Pactual	-	2020-01-22	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	51981	Reuters Brasil	Classificado	BTG analisa desempenho da bolsa	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	4842
1035359	BTG Pactual	-	2020-01-21	BNB tem melhor performance entre bancos do Brasil, diz revista inglesa	51879	O Povo	Classificado	BTG está no rankingo das 10 melhores performances	BNB tem melhor performance entre bancos do Brasil, diz revista inglesa	4814
1036957	BTG Pactual	-	2020-01-23	Conozca otra forma de invertir en empresas diferente a las acciones	52007	Dinero	Classificado	BTG emite bônus no exterior	Conozca otra forma de invertir en empresas diferente a las acciones	4854
1037406	BTG Pactual	-	2020-01-23	En Davos, inversores señalan el retorno de la confianza en Brasil	52038	Folha de S.Paulo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	En Davos, inversores señalan el retorno de la confianza en Brasil	4865
1035912	BTG Pactual	-	2020-01-21	CENÁRIO/EMPRESAS 2: VALE CAI APÓS DENÚNCIA POR BRUMADINHO; SETOR BANCÁRIO TEM NOVAS QUEDAS	51930	AGÊNCIA ESTADO	Classificado	BTG e Inter devem apresentar ROEs mais altos	CENÁRIO/EMPRESAS 2: VALE CAI APÓS DENÚNCIA POR BRUMADINHO; SETOR BANCÁRIO TEM NOVAS QUEDAS	4827
1036827	BTG Pactual	-	2020-01-22	Investidores em Davos sinalizam que Brasil está na moda outra vez	51992	Yahoo Brasil	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1039704	BTG Pactual	-	2020-01-28	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	52098	UOL	Classificado	BTG analisa influência do Coronavírus no mercado global	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	4899
1036259	BTG Pactual	-	2020-01-22	Hering perde mais de R$ 600 milhões em 1 dia	51957	Yahoo Brasil	Classificado	BTG analisa a empresa: Hering	BTG analisa a empresa: Hering	4828
1035411	BTG Pactual	-	2020-01-21	Positivo fará oferta de ações (follow on) que pode girar até R$ 521,1 milhões	51882	Revista Istoé	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4815
1039563	BTG Pactual	-	2020-01-28	Editorial - As lições que vêm de fora	52095	Diário do Comércio	Classificado	BTG participa do Fórum Econômico Mundial em Davos	EDITORIAL | As lições que vêm de fora	4897
1036704	BTG Pactual	-	2020-01-22	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	51980	Yahoo Brasil	Classificado	BTG analisa desempenho da bolsa	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	4842
1038975	BTG Pactual	-	2020-01-27	BTG Pactual inicia cobertura de XP com recomendação neutra 'por enquanto' e preço-alvo de R$37	52081	Extra	Classificado	Recomendações	Recomendações	4891
1036998	BTG Pactual	-	2020-01-23	PETROBRAS ENCOLHEE REDUZ EMISSÕES	52011	Diário do Nordeste	Classificado	Venda da PetroAfrica	Petrobras encolhe e reduz emissões	4856
1036187	BTG Pactual	-	2020-01-22	Hering perde mais de R$ 600 milhões em 1 dia	51950	Yahoo Brasil	Classificado	BTG analisa a empresa: Hering	BTG analisa a empresa: Hering	4828
1037663	BTG Pactual	-	2020-01-24	Discurso do BC reforça aposta em juro baixo	52047	Valor Econômico	Classificado	BTG analisa a economia brasileira	Discurso do BC reforça aposta em juro baixo	4872
1037006	BTG Pactual	-	2020-01-23	MÍRIAM LEITÃO - Petrobras encolhe e reduz emissões	52014	O Globo	Classificado	Venda da PetroAfrica	Petrobras encolhe e reduz emissões	4856
1039945	BTG Pactual	-	2020-01-28	Funpresp seleciona gestores	52106	INVESTIDOR INSTITUCIONAL/SÃO PAULO	Classificado	BTG continua assessorando multimercados da Funpresp	Funpresp seleciona gestores	4902
1036928	BTG Pactual	-	2020-01-23	Bolsa e real sobem com alívio global	52001	Valor Econômico	Classificado	Estrutura de juro privado	Bolsa e real sobem com alívio global	4849
1036706	BTG Pactual	-	2020-01-22	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	51982	BOL	Classificado	BTG analisa desempenho da bolsa	Ibovespa recupera os 118 mil pontos com melhora externa; trégua em bancos e alta de B3 ajudam	4842
1035572	BTG Pactual	-	2020-01-21	Goldman Sachs espera ROEs de grandes bancos no Brasil pressionados no 4º	51902	Terra	Classificado	BTG e Inter devem apresentar ROEs mais altos	BTG e Inter devem apresentar ROEs mais altos	4820
1038961	BTG Pactual	-	2020-01-27	"BTG Pactual inicia cobertura de XP com recomendação neutra ""por enquanto"" e preço-alvo de R$37"	52074	Yahoo Brasil	Classificado	Recomendações	Recomendações	4891
1040400	BTG Pactual	-	2020-01-29	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	52126	Revista IstoÉDinheiro	Classificado	Itaú comprou empresa Recovery, do BTG em 2015	Santander Brasil informa aquisição de fatia de 30% da Ipanema na Return	4913
1037974	BTG Pactual	-	2020-01-24	Beef Giant Minerva Slumps After $300 Million Share Sale	52054	BLOOMBERG	Classificado	BTG coordena oferta da Minerva	Beef Giant Minerva Slumps After $300 Million Share Sale	4876
1037658	BTG Pactual	-	2020-01-23	XP atinge R$ 100 bi em valor de mercado	52044	Estadão	Classificado	XP ultrapassa valor de mercado de 100 bilhões de reais	XP ultrapassa valor de mercado de 100 bilhões de reais	4858
1036926	BTG Pactual	-	2020-01-23	Destaques	51999	Valor Econômico	Classificado	Triunfo vai recorrer	Destaques	4847
1037082	BTG Pactual	-	2020-01-23	Investidor sinaliza em Davos retorno da confiança no Brasil	52024	Folha de Pernambuco	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1040345	BTG Pactual	-	2020-01-29	Mattar rebate Pérsio, “a secretaria é de desestatização, não privatização”	52123	Exame	Classificado	Caixa afirma  já ter vendido a participação no Banco Pan	Mattar rebate Pérsio, “a secretaria é de desestatização, não privatização”	4914
1038675	BTG Pactual	-	2020-01-26	Confira ações que tiveram quedas abruptas, mas se recuperaram	52064	Yahoo Brasil	Classificado	Ações do BTG despencam após delação de Palocci	Confira ações que tiveram quedas abruptas, mas se recuperaram	4883
1037004	BTG Pactual	-	2020-01-23	Brasil está na moda em Davos	52013	Jornal de Brasília	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Investidores em Davos sinalizam que Brasil está na moda outra vez	4840
1038092	BTG Pactual	-	2020-01-24	Venda de legal claims é opção para empresas reforçarem caixa	52057	CAPITAL ABERTO ONLINE/SÃO PAULO	Classificado	Bancos atuam na negociação de litígios ou de “legal claims”	Venda de legal claims é opção para empresas reforçarem caixa	4878
1037111	BTG Pactual	-	2020-01-23	Investidor sinaliza em Davos retorno da confiança no Brasil	52026	Diário do Pará	Classificado	BTG participa do Fórum Econômico Mundial em Davos	BTG participa do Fórum Econômico Mundial em Davos	4860
1036080	BTG Pactual	-	2020-01-22	Presidente da Raízen vai comandar o grupo Cosan	51937	Valor Econômico	Classificado	BTG analisa a empresa: COSAN	Presidente da Raízen vai comandar o grupo Cosan	4833
1037224	BTG Pactual	-	2020-01-23	Cautela externa endossa realização de lucros guiada por Vale e Petrobras; Carrefour sobe	52029	UOL	Classificado	Ações do BTG	Ações do BTG	4862
1035593	BTG Pactual	-	2020-01-21	Ibovespa tem ajuste negativo após recorde com preocupação com vírus na China	51913	BOL	Classificado	BTG analisa a empresa: SulAmérica	BTG analisa a empresa: SulAmérica	4821
1039710	BTG Pactual	-	2020-01-28	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	52102	Reuters Brasil	Classificado	BTG analisa influência do Coronavírus no mercado global	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	4899
1036122	BTG Pactual	-	2020-01-22	Goldman vê ROEs pressionados no 4º tri	51942	Diário do Comércio	Classificado	BTG e Inter devem apresentar ROEs mais altos	BTG e Inter devem apresentar ROEs mais altos	4820
1037228	BTG Pactual	-	2020-01-23	Cautela externa endossa realização de lucros guiada por Vale e Petrobras; Carrefour sobe	52030	Extra	Classificado	Ações do BTG	Ações do BTG	4862
1035352	BTG Pactual	-	2020-01-21	PAINEL S.A. - Joana Cunha	51878	Folha de S.Paulo	Classificado	BTG administra fundo imobiliário da Torre Norte	Painel S.A.: Leroy merlin testa loja pequena na Baixada Santista	4811
1035434	BTG Pactual	-	2020-01-21	Petrobras pode obter mais R$ 3,35 bi com venda do restante da TAG, prévias de Cyrela, Even e Hering e mais destaques	51886	Infomoney	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4816
1036968	BTG Pactual	-	2020-01-23	Nove gerações para melhorar a renda	52009	Folha de Pernambuco	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Nove gerações para melhorar a renda	4855
1035704	BTG Pactual	-	2020-01-21	Positivo Tecnologia anuncia emissão de ações ordinárias	51922	INVESTIDOR INSTITUCIONAL ONLINE/SÃO PAULO	Classificado	BTG coordena oferta da Positivo	Positivo Tecnologia anuncia emissão de ações ordinárias	4824
1035303	BTG Pactual	-	2020-01-21	Painel S.A.: Fundo imobiliário do BTG abre ação de despejo por atraso no IPTU	51874	Folha de S.Paulo	Classificado	BTG administra fundo imobiliário da Torre Norte	Painel S.A.: Fundo imobiliário do BTG abre ação de despejo por atraso no IPTU	4810
1035414	BTG Pactual	-	2020-01-21	Positivo fará oferta de ações (follow on) que pode girar até R$ 521,1 milhões	51885	Yahoo Brasil	Classificado	BTG coordena oferta da Positivo	BTG coordena oferta da Positivo	4815
1037115	BTG Pactual	-	2020-01-23	Tupy anuncia recompra de até 235 mil ações	52027	Yahoo Brasil	Classificado	BTG intermedia operação da Tupy	BTG intermedia operação da Tupy	4861
1036071	BTG Pactual	-	2020-01-21	Disputa por mandatos estatais reduz as comissões dos bancos	51933	Valor Econômico	Classificado	BTG coordena oferta da JBS	Disputa por mandatos estatais reduz as comissões dos bancos	4829
1039705	BTG Pactual	-	2020-01-28	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	52099	Extra	Classificado	BTG analisa influência do Coronavírus no mercado global	Ibovespa avança em dia de recuperação global e cena corporativa no radar; JBS sobe 5%	4899
1037026	BTG Pactual	-	2020-01-23	Plantação na Amazônia é dar falsas esperanças, diz AI Gore	52020	Agora São Paulo	Classificado	BTG participa do Fórum Econômico Mundial em Davos	Plantação na Amazônia é dar falsas esperanças, diz AI Gore	4857
1040039	BTG Pactual	-	2020-01-28	Ofertas mantêm ritmo acelerado apesar de receios com coronavírus	52110	Valor Econômico	Classificado	BTG coordena oferta da Compesa	Ofertas mantêm ritmo acelerado apesar de receios com coronavírus	4906
1035575	BTG Pactual	-	2020-01-21	Goldman Sachs espera ROEs de grandes bancos no Brasil pressionados no 4º	51904	UOL	Classificado	BTG e Inter devem apresentar ROEs mais altos	BTG e Inter devem apresentar ROEs mais altos	4820
1037788	BTG Pactual	-	2020-01-24	Discurso do BC reforça aposta em juro baixo	52049	Valor Econômico	Classificado	BTG analisa a economia brasileira	BTG analisa a economia brasileira	4872
1040486	BTG Pactual	-	2020-01-29	Reunión de la Fed impulsa a las bolsas en medio de preocupaciones por el coronavirus	52130	Diario Financiero	Classificado	Reunião do Fed impulsiona trocas em meio a preocupações com coronavírus	Reunión de la Fed impulsa a las bolsas internacionales en medio de preocupaciones por el coronavirus	4915
